;id;cliente;direccion;telefono;ciudad;departamento;ciudad_id;departamento_id;email;sector;sector_id;contacto;tel_contacto;asesor;maneja_sucursales;estado;fecha_creacion
90;900439672;ACTUAL CONSTRUCTORA S. A. S;AV CR 7 156 10 ED CENTRO EMPRESARIAL NORTH POINT TO KRISTAL OF 2004;6018844328;Bogota D.C.;Bogota, D.C.;3301;33;contador@iactual.co;Constructora;6;HEIDY MILENA RAMIREZ;3213341592;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
91;900443253;INALCRIBAS SAS;KM 23 VIA BOGOTA - TOCANCIPA PARQUE INDUSTRIAL UNIVERSAL BG 4;60174050506;Tocancipa;Cundinamarca;14101;14;facturacionelectronica@inalcribas.com.co;;NULL;VALENTINA LEGUIZAMON;3504379421;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
92;900444953;INGENIERIA Y GESTION DE LA CALIDAD Y MEDIO AMBIENTE SAS;KM 3 7 VIA SIBERIA-COTA VDA PARCELAS PA 63 CONJ QUERUBIN;3212127116;Cota;Cundinamarca;1421;14;contabilidad.ingeqma@gmail.com;;NULL;JUAN PABLO CRISTO;3212127116;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
93;900445452;CIFRIC SAS;BRR BOSQUE TV 54 19 52;3015008010;Cartagena;Bolívar;501;5;suministros@latelier.com.co;;NULL;ZOLAIMA PEREZ;3022161851;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
94;900458019;FREYSSINET TIERRA ARMADA COLOMBIA SAS;CL 119 13 51 OF 301;6017442757;Bogota D.C.;Bogota, D.C.;3301;33;julian.lopez@vinci-construction.com;;NULL;JULIAN LOPEZ;3174395279;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
95;900515890;GESTION  VIAL  INTEGRAL  SAS;CR 70F 125B 43;6017552783;Bogota D.C.;Bogota, D.C.;3301;33;facturacion@g-vial.com;;NULL;STEVEN BETANCOURT;3172191580;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
96;900532591;INGELOGIN SOCIEDAD LIMITADA;K R 13 37 43 OF 404;3132089799;Bogota D.C.;Bogota, D.C.;3301;33;auxiliaring@ingelogin.com;;NULL;MARTHA RUIZ;3138855589;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
97;900540736;SERVISOLUCIONES AGRICOLAS FOM S.A.S;KM 1 VIA SIBERIA PAR AGROINDUSTRIAL DE OCCIDENTE PH;3144519394;Bogota D.C.;Bogota, D.C.;3301;33;serviagricolas.fom@gmail.com;;NULL;GABRIEL ALVAREZ;3125944108;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
98;900557498;JEDISMAR S.A.S.;CR 68 H 32 34 SUR;6013475886;Bogota D.C.;Bogota, D.C.;3301;33;contabilidad.jedismar@gmail.com;;NULL;JOHANNA VALDERRAMA;3132099077;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
99;900602262;VALPROSER S.A.S;VEREDA ACEITE ALTO DETRÁS DE PETROINCO;3134247664;Tauramena;Casanare;917;9;valprosersas@hotmail.com;;NULL;ING FERNANDA GIRALDO;3134247664;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
100;900636021;METALICAS CRS SAS;CL 138 149 34 BRR SAN PEDRO TIBABUYES;6015356794;Bogota D.C.;Bogota, D.C.;3301;33;indumetalrozo@hotmail.com;;NULL;DAVID ROZO;3106987181;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
101;900664871;PRODUCTOS ALIMENTICIOS DOGGER S.A.S.;CR 65 A 13 175 LC 31 A;6043333232;Medellin;Antioquia;201;2;notificaciones@dogger.com.co;;NULL;HENRY VELASQUEZ;3132375352;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
102;900680051;METALPRO ESTRUCTURALES SAS;CRA 68 54A 94 SUR;3205807200;Bogota D.C.;Bogota, D.C.;3301;33;metalpro.garcia@hotmail.com;;NULL;OSCAR GARCIA;3205807200;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
103;900694730;FRANCOAL S.A.S.;VEREDA PATAGUY KILOMETRO 3 VIA LA FABRICA (!) BARRIO VDA PATAGUY;3115219851;Samaca;Boyacá;681;6;contabilidad@francoal.com.co;;NULL;XIMENA REYES;3104620018;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
104;900700630;INSTALACIONES & MANTENIMIENTOS J B  S A S;CR 22 58 26 SUR CA 111;3118324405;Bogota D.C.;Bogota, D.C.;3301;33;juliobustos3070@gmail.com;;NULL;JULIIO BUSTOS;3118324405;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
105;900704010;MALLAS Y CERRAMIENTOS DE COLOMBIA SAS;DG 65 46 182;3115427677;Barrancabermeja;Santander;2707;27;macercolbarranca@hotmail.com;;NULL;MARLON;3024480103;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
106;900729574;CICO CONSTRUCCIONES SAS;CL 62 21 21;6013481560;Bogota D.C.;Bogota, D.C.;3301;33;contabilidad@mgingsa.com.co;Constructora;6;CRISTIAN RAMIREZ;3003514458;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
107;900730695;ASERTEC S.A.S;CR 32A 22 99 BRR ALVERNIA;6022253652;Tulua;Valle Del Cauca;3036;30;contacto@asertecsas.com;;NULL;DIEGO MOSQUERA;3165245943;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
108;900738676;HIRAM ABI CONSULTORIA Y GESTION PROYECTOS DE CONSTRUCCION S.A.S.;DG 48 18 45 AP 604;3186901147;Bogota D.C.;Bogota, D.C.;3301;33;construcciones.hiram@gmail.com;Constructora;6;LUIS ALFONSO MORENO;3203996011;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
109;900754437;COLOMBIANA DE SERVICIOS COLSERVICIOS CS SAS;CL 29 D 55 131 OF 201;3185484649;Medellin;Antioquia;201;2;cartera@colamp.com;;NULL;JORGE GARCIA;3185484612;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
110;900773288;CONSTRUCCIONES DURAN S.A.S.;CL 137 85 40 TO 2 D AP 602;3045770409;Bogota D.C.;Bogota, D.C.;3301;33;construcciones.duran@hotmail.com;Constructora;6;RAFAEL DURAN;3045770409;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
111;900775265;P&E INDUMETALICAS S.A.S;CR 1A ESTE 16 33;6018296027;Mosquera;Cundinamarca;1458;14;peindumetalicas@hotmail.com;;NULL;JOSE GUILLERMO PARRA;3005245840;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
112;900780828;SERVICIOS PROFESIONALES INTEGRADOS DE INGENIERIA S A S;CR 22 80 42;3155702554;Bogota D.C.;Bogota, D.C.;3301;33;contabilidad@serviproing.com;;NULL;EDWIN MONTOYA;3132975554;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
113;900786651;PROYECTOS ESTRUCTURALES CHR SAS;CR 99 72 74;3102335753;Bogota D.C.;Bogota, D.C.;3301;33;proyectosestructuraleschr@gmail.com;;NULL;CATHERINE ROJAS DIAZ;3004278099;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
114;900796721;AVINUTRIR S A S;km5, via abasticos -ubaque, vereda rincon grande;3104315140;Caqueza;Cundinamarca;1413;14;jefemantenimiento@avinutrir.com;;NULL;JORGE NEIL;3104315140;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
115;900814668;CONSTRUCCIONES DFL SAS;CR 71 C 53 A 10 SUR;6019252730;Bogota D.C.;Bogota, D.C.;3301;33;facturaciondfl@hotmail.com;Constructora;6;GLORIA DAZA;3134421809;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
116;900889434;F Y E FERRETERIA SAS;CR 36 4B 44;6013700970;Bogota D.C.;Bogota, D.C.;3301;33;facturacion.electronica@fyeferreteria.com;;NULL;JAIME LOZADA;3106499862;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
117;900893797;SIELCO INGENIERIA SAS;CR 28 84 45;6018052907;Bogota D.C.;Bogota, D.C.;3301;33;administracion@sielco.com.co;;NULL;DOÑA YOLIMA;3114733785;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
118;900901673;OVATUS CONSULTORIA Y CONSTRUCCION S.A.S;CR 13 38 76 OF 501;3156719011;Bogota D.C.;Bogota, D.C.;3301;33;ovatuscc@gmail.com;Constructora;6;CAMILO MORALES;3107793391;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
119;900911572;CONSTRUCCIONES Q S.A.S;CR 22 17 325 OF 1036;3148864941;Medellin;Antioquia;201;2;corrego@grupo-q.com;Constructora;6;ING JULIANA CARMONA;3137074089;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
120;900924609;INDUSTRIAL 180 SAS;CL 63 D 70 D 37;6017498360;Bogota D.C.;Bogota, D.C.;3301;33;facturaelectronica@industrial180.com;;NULL;SRA MARYORIS;3046332989;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
121;900926431;INGENIERIA Y CONSTRUCCIONES FJ S.A.S.;CL 12 16 A 28 BRR EL CARMEN;3016779220;Plato;Magdalena;1918;19;fjdian2020@gmail.com;Constructora;6;JESUS JIMENEZ;3215551822;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
122;900942686;INGENIUR CONSTRUCTORES CONSULTORES S A S;CR 3 3 58 SUR;3105823989;Sopo;Cundinamarca;1488;14;ingeniurcc@gmail.com;Constructora;6;ING ALEJANDRO RODRIGUEZ;3105823989;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
123;900943521;PERFILES Y ROLADOS EL IMAN S.A.S.;CL 11 18 109;6087714516;Sogamoso;Boyacá;698;6;hierroseliman@hotmail.com;;NULL;RONAL BELLO;3102675292;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
124;900949398;ZONA DE PROYECTOS IMPORTACIONES S.A.S.;CR 21 64 A 33 OF 1306 ED MULTIPLAZA;3114349679;Manizales;Caldas;701;7;admin@zonadeproyectos.com;;NULL;ARQ. CAROLINA;3206339943;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
125;900962771;ESMET INGENIERIA S.A.S;LC 58 BRR PRIMERO DE MAYO;3188655748;Villavicencio;Meta;2001;20;contabilidad@esmetingenieria.com;;NULL;ANGIE RODRIGUEZ;3142388282;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
126;900968937;JULIO C. GOMEZ S.A.S;MZ 5 CA 4 BRR APROVITEF;3103260737;Flandes;Tolima;2918;29;contacto@juliocgomezsas.com;;NULL;JAVIER GOMEZ;3223054177;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
127;901011629;BRAVO&BRAVO CONSTRUCCIONES CIVILES SAS;CL 60 SUR 64 89;6016758443;Bogota D.C.;Bogota, D.C.;3301;33;bravoconstruci@gmail.com;Constructora;6;ING ALEJANDRO;3123748797;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
128;901017839;ACVL S.A.S.;CR 86 15 A 91;3183761856;Bogota D.C.;Bogota, D.C.;3301;33;queretaro.contador@gmail.com;;NULL;MONICA CASTIBLANCO;3202379621;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
129;901018164;ARIAS AREAS SAS;DG 35 33 07 AP 202;3012028280;Sincelejo;Sucre;2801;28;contabilidad@ariasareas.com;;NULL;SANTIAGO VELASQUEZ;3017560841;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
130;901033044;MORA & ASOCIADOS SAS;CL 2 34 36 AP 3;3134186173;Bogota D.C.;Bogota, D.C.;3301;33;contabilidadmorasociados@gmail.com;;NULL;JUAN GUILLERMO MARIN;3224961997;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
131;901043458;SOLUCIONES INDUSTRIALES D&D S.A.S.;CL 21 17 41;3167821519;Bucaramanga;Santander;2701;27;sisasdyd@gmail.com;;NULL;RONALD DE ARMAS;3124096960;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
132;901056197;ENFATECH SAS;CL 74B 68H 52;3502077071;Bogota D.C.;Bogota, D.C.;3301;33;enfatechsas@gmail.com;;NULL;WILSON AMAYA;3502077071;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
133;901068018;G Y BARRIOS CONSTRUCTORES S.A.S;CR 88 MZ 170 LT 11 AP 3 BRR POZON;3002195285;Cartagena;Bolívar;501;5;gybarriosconstructores@gmail.com;Constructora;6;NILSON GARCIA BARRIOS;3184508349;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
134;901082929;ELECTRICOS E INGENIERIAS RL S.A.S;CL 38 A 9 16 SUR;3157037388;Bogota D.C.;Bogota, D.C.;3301;33;rey.electric@outlook.com;;NULL;REY LOPEZ;3157037388;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
135;901104594;GRUPO INDUSTRIAL SANABRIA S.A.S.;AV CIRCUNVALAR 10 53;6088731912;Neiva;Huila;1701;17;contabilidad.facturasgis@gmail.com;;NULL;JEISON SANABRIA;3158311912;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
136;901119151;ECO INVERSIONES DE COLOMBIA SAS;AV CL 26 69 76 TO 3 OF 1501 ED ELEMENTO;3244066305;Bogota D.C.;Bogota, D.C.;3301;33;ecoinversionesdecolombia@gmail.com;;NULL;CAMILO LOPEZ;3244066305;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
137;901129875;TRANSPORTE DE CARGA EXTREMO S A S;CL 46 23 06 BRR CIMARRON;6086320772;Yopal;Casanare;901;9;contabilidad@transportedecargaextremo.com;;NULL;SRA PILAR;3133339257;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
138;901142631;HIERROS Y ACEROS DEL CARIBE S.A.S.;CL 44 46 126;3107245099;Barranquilla;Atlántico;401;4;hya.facturacionelectronica@outlook.com;;NULL;AMALIA;3107245099;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
139;901143498;DEFENCE COLOMBIA SAS;TV 22 29 19 OF 505;3102792286;Zipaquira;Cundinamarca;14116;14;facturacion@defencecolombia.com;;NULL;FIDEL DURAN;3102792286;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
140;901161840;OPTABANDAS SAS;CR 55 29 95;3005908773;Medellin;Antioquia;201;2;optabandas@gmail.com;;NULL;JOSE ECHEVERRI;3204833757;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
141;901164615;INDUSTRIAS P Y P S.A.S;CL 44 SUR 68 D 17;6012384800;Bogota D.C.;Bogota, D.C.;3301;33;industriaspypsas@gmail.com;;NULL;PEDRO PABLO PUENTES;3203328366;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
142;901172614;DYSOLAR DISEÑOS Y SOLUCIONES ARQUITECTONICAS S.A.S;CL 128 97 24;3103010160;Bogota D.C.;Bogota, D.C.;3301;33;dysolar.dsa@gmail.com;;NULL;CARLOS PABON;3103010160;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
143;901179291;GRUPO EMPRESARIAL IFC S.A.S.;CR 2 A 57 79;3102260664;Cali;Valle Del Cauca;3001;30;grupoempresarialifc@gmail.com;;NULL;FELIPE FAJARDO;3218508266;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
144;901185503;FERRETERIA TODO HIERRO Y ACERO SAS;CL 71 27 45 BRR LA LIBERTAD;317573542;Barrancabermeja;Santander;2707;27;facturacion@todohierroyacero.com;;NULL;XIOMARA CASTILLO;3169641524;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
145;901207972;GRUPO MOV S.A.S;CR 79 42 38;3215314304;Medellin;Antioquia;201;2;grupomovsas@gmail.com;;NULL;MIGUEL LARRAHONDA;3165761360;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
146;901214448;INDUMALLAS Y ESTRUCTURAS SAS;CL 11 A SUR 29D 62;8055729;Bogota D.C.;Bogota, D.C.;3301;33;indumallasyestructuras@gmail.com;;NULL;YOLIMA GALINDO;3184024356;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
147;901233749;INVESTMENTS GROUP S.A.S.;CR 79 42 63;3146358804;Medellin;Antioquia;201;2;groupinvestments35@gmail.com;;NULL;MIGUEL LARRAHONDO;3165761360;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
148;901251912;MORERA CONSTRUCCIONES MC SAS;CR 96 157 45;3013228444;Bogota D.C.;Bogota, D.C.;3301;33;facturacion@moreraconstrucciones.com.co;Constructora;6;JOHAN VILLARREAL;3013228444;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
149;901252089;TROQUELES Y ALUMINIOS DE COLOMBIA SAS;CL 161 15 50;6019279889;Bogota D.C.;Bogota, D.C.;3301;33;gerencia@troquea.com;;NULL;OSLED VALENCIA BERNAL;313370340;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
150;901265216;INGENIERIA DEMOLICIONES Y EXCAVACIONES J.D S.A.S;CL 2 A N 7 B 10 BRR SEVILLA;3108522777;Cucuta;Norte De Santander;2201;22;ingenieriajdb@gmail.com;;NULL;WILLIAM BECERRA;3108522777;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
151;901270188;CR MOBILIARIO S.A.S;CL 27 65 C 38;307737782;Medellin;Antioquia;201;2;0;;NULL;PAULA SUAREZ;3054826353;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
152;901304061;ARANDANO CONJUNTO RESIDENCIAL;CR 31 33 98;3224151462;Soacha;Cundinamarca;1487;14;arandanoadmon25@gmail.com;;NULL;CARLOS PABON;3224151462;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
153;901328488;SERVICE AND SUPPLY DRJ S.A.S;CL 53 19 30 32 BRR TORCOROMA;3162824986;Barrancabermeja;Santander;2707;27;contabilidad@drjser.com;;NULL;LAURA MARCELA RUIZ;3046113513;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
154;901337193;GLOBAL SUPPLIES SOLUTIONS S.A.S.;CL 77 65 37 OF 115;6053425424;Barranquilla;Atlántico;401;4;facturacion@globalsuppliessolutions.com;;NULL;VALENTINA MERIÑO;3117657201;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
155;901349829;INGENIERIA L & M S.A.S.;CL 15 6 69;3165371418;Hatonuevo;La Guajira;1808;18;lym.ingsas@gmail.com;;NULL;ERICK LAMADRID;3165371418;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
156;901354392;SEEKETING COLOMBIA SAS;CR 11B 98 08;3153338800;Bogota D.C.;Bogota, D.C.;3301;33;monicamartinezg2011@gmail.com;;NULL;EDUARDO DELGADO;3153338800;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
157;901359175;OGGUN INGENIERIA COLOMBIA S.A.S.;CL 192 7 22;3204053385;Bogota D.C.;Bogota, D.C.;3301;33;ogguningenieria@gmail.com;;NULL;ING JORGE CIFUENTES;3204053385;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
158;901380034;CONSORCIO GR3;CL 54 A BIS 16 09 OF 305;6013129314;Bogota D.C.;Bogota, D.C.;3301;33;0;;NULL;Sra ANA;3004059926;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
159;901384636;COP ENGINEERING AND SERVICES SAS;CALLE 70 SUR 17 K 24 BRR LUCERO BAJO;3105553074;Bogota D.C.;Bogota, D.C.;3301;33;gerencia@cope.com.co;;NULL;ALEXA COCK;3133233645;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
160;901386168;SOMEK INGENIERIA SAS;CR 1 A 13 10;6012329432;Bogota D.C.;Bogota, D.C.;3301;33;facturacion@somek.com.co;;NULL;YESICA PARRA;3143945408;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
161;901391853;SLC ASSOCIATION S.A.S.;CR 21 158 65 TO 3 AP 804;3013312628;Floridablanca;Santander;2733;27;slcassociationsas@gmail.com;;NULL;LEONOR RUBIO;3150476622;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
162;901394285;MALLAS GAVIONES Y CERRAMIENTOS SAS;CL 6 32 38;7326677;Bogota D.C.;Bogota, D.C.;3301;33;mazmallasventas1@gmail.com;;NULL;ANA HURTADO;3124545268;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
163;901397900;DIMALCCO PUBLICIDAD SAS;CL 43 9 58 BRR LEON XIII;3144173891;Soacha;Cundinamarca;1487;14;williamdimalcco@outlook.com;;NULL;MARIA PARRA;3202442907;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
164;901430921;GRUPO ESCALAR COLOMBIA SAS;CL 30 35A 09;6018017740;Bogota D.C.;Bogota, D.C.;3301;33;administracion@grupo-escalar.co;;NULL;FERNANDO PRIETO;3164973548;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
165;901435257;INVERSORES SANTANGELO SAS;KM 11 VIA ORIENTE SEC BUESAQUILLO;3162587230;Pasto;Nariño;2101;21;pibcontabilidad@gmail.com;;NULL;JUAN DANIEL BRAVO SOLANO;3167438377;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
166;901443393;INGENIERIA SERRANO SAS;CR 15 11 17;3234368911;Chia;Cundinamarca;1416;14;ingenieriaser1@gmail.com;;NULL;JUAN CARLOS SERRANO;3234368911;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
167;901444146;MULTIACEROS B&M SAS;CL 28 13 25 27;6703829;Bucaramanga;Santander;2701;27;facturacioncomprasmultiaceros@hotmail.com;;NULL;LUIS ANTONIO NIÑO CONTRERAS;3142114304;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
168;901456977;GRAINCON SAS;CL 67 28B 36 AP 801 B ED BOSQUES DE CANTABRIA P A;3167426888;Manizales;Caldas;701;7;graincon.rl@gmail.com;;NULL;HECTOR ALARCON;3167426888;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
169;901488309;ECOBALANCE TECHNOLOGIES SAS;CR 15 88 21 OF 702;3112512642;Bogota D.C.;Bogota, D.C.;3301;33;fernando.perez@ecobalance.tech;;NULL;FERNANDIO PEREZ;3112512642;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
170;901498409;ELENST S A S;CL 80 69Q 51;3015185662;Bogota D.C.;Bogota, D.C.;3301;33;contabilidad@elenst.com;;NULL;VALENTINA HERRERA;3015185662;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
171;901500464;EKOACCION S.A.S BIC;CR 12 79 50 OF 703;3197674824;Bogota D.C.;Bogota, D.C.;3301;33;n.rico@ekoaccion.com;;NULL;ANDRES TORRES;3176803281;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
172;901502363;CONSTRUCCIONES M&T SAS;CR 84 77 A 11;3114788053;Bogota D.C.;Bogota, D.C.;3301;33;construccionesmyt@gmail.com;Constructora;6;ANDRES JIMENEZ;3114788053;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
173;901510483;CONSTRUALP SAS;CL 11 4 39;3173664580;Tocancipa;Cundinamarca;14101;14;construalpsas@gmail.com;Constructora;6;ALEJANDRO PORRAS;3173664580;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
174;901511522;EMPRESA PÚBLICA DEL MUNICIPIO DE SOACHA, EPUXUA AVANZA E.I.C.E.;CR 7 A 18 57;3105791696;Soacha;Cundinamarca;1487;14;contabilidad@epuxua.gov.co;;NULL;ARQ. MAURICIO CORREA;3184748729;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
175;901514754;WM INGENIERIA COMPANY SAS;CL 70 A 70 B 71;3133060561;Bogota D.C.;Bogota, D.C.;3301;33;wmingenieria89@gmail.com;;NULL;WILMER CAMILO MENDEZ NIETO;3133060561;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
176;901515923;ESPECIALISTAS DEL DISEÑO Y CONSTRUCCCION SAS;CR 8 172 A 85 IN 2 AP 205;3136844113;Bogota D.C.;Bogota, D.C.;3301;33;dicoimpuestos@hotmail.com;Constructora;6;ING ALEXANDER ROMERO;3136844113;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
177;901519173;HERRAJES EN ACERO INOXIDABLE SAS;CR 20 A 27 27;3003654272;Bogota D.C.;Bogota, D.C.;3301;33;herrainoxsas@gmail.com;;NULL;ANDREY GALEANO;3003654272;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
178;901529116;SCALA GROUP PROYECTOS S.A.S.;CR 10 22 65 NIVEL 2;3204450870;Barbosa;Antioquia;217;2;scalagroupproyectos@gmail.com;;NULL;ELKIN GONZALEZ;3107740671;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
179;901532176;BAM DISENO, INGENIERIA Y CONSTRUCCION SAS;CL 78 80A 55;316610317;Bogota D.C.;Bogota, D.C.;3301;33;bamingyconstr@gmail.com;Constructora;6;SILVANO CARLOS;3112167697;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
180;901535430;INDUSTRIAS CG SAS;CL 27 36 163 LC 101;3103614612;Marinilla;Antioquia;269;2;carlosmariog308@gmail.com;;NULL;KELLY VALENCIA;3126202818;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
181;901542901;CONSTRUCTORA E INMOBILIARIA HABITAR MFW S.A.S;CR 8 11A ESQ. BRR SAN MARTIN;3102590167;Orito;Putumayo;2303;23;constructorahabitarmfw@gmail.com;Constructora;6;WILLIAM VILLARREAL;3102590167;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
182;901544704;CONSORCIO PROBOGOTA 22;CR 15 90 64 OF 402;6016017333;Bogota D.C.;Bogota, D.C.;3301;33;contabilidad@jmvingenieros.com;;NULL;LILIANA PRIETO;3005370337;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
